Metabolite	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
7a_czp[fe]	2000	2000	2000	2731.289967	0	2000	2295.217039	2000	2000	2000	0	2000	3302.64795	2000	2000	2000	2000	1216.921107	2000
7a_czp[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
7bhglz[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bhglz[fe]	2000	2000	2000	2000	2754.164637	2000	4000	2000	2000	2000	4000	2000	2000	2000	2000	2000	2000	2000	2000
7bhglz[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
7bhglzglc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bhglzglc[fe]	2000	2000	2000	2000	1245.835363	2000	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000
7bhglzglc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
7dhcdchol[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7dhcdchol[fe]	2000	2000	2000	2385.493129	4000	2000	0	2000	2000	2000	4000	2000	2038.169399	2000	2000	2000	2000	113.2655063	4000
7dhcdchol[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
7ocholate[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ocholate[fe]	2000	2000	2000	1614.506871	4000	2000	0	2000	2000	2000	3536.835847	2000	0	2000	2000	2000	0	0	4000
7ocholate[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000
7oh_efv[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7oh_efv[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2115.159694	2000
7oh_efv[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
7oh_efv_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7oh_efv_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1884.840306	2000
7oh_efv_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
814dioh_efv[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814dioh_efv[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
814dioh_efv[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
814dioh_efv_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814dioh_efv_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
814dioh_efv_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
8oh_efv[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8oh_efv[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
8oh_efv[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
8oh_efv_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8oh_efv_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
8oh_efv_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
10fdhf[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10fthf5glu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10fthf[c]	0	0	0	0	0	0	0.010543522	0	0	0	0.018660476	0	0	0	0	0	0	0.780365303	0.960395172
10m3hddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
10m3hundecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10m3oddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
10m3oundecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10mddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
10mtddec2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
10mtundec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10mundecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11m3hddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
11m3oddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
11mddcaACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
11mtddec2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
12daihdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12daipdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr120[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr141[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr161[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr180[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dgr181[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dhrtclnm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dihdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dipdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12ditdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12dixdglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3hmyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
12m3htridecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3omyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
12m3otridecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12mmyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
12mtmrs2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
12mtridecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12mttritec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13dampp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13dpg[c]	0	0	0	0	0	0	1.14E-13	0	0	0	0	0	0	0	0	0	0	1.14E-13	1.14E-13
13m3hmyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
13m3omyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
13mmyrsACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
13mtmrs2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
14bdc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14lctn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3hpalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
14m3hpentdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3opalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
14m3opentdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14mpalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
14mpentdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14mtpalm2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
14mtpentdec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15HPET[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15dap[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15m3hpalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
15m3opalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
15mpalmACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
15mtpalm2eACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
16mo23dh3htsn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe120[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe141[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe161[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe180[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpe181[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg120[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg141[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg161[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg180[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agpg181[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aihpdecg3p[c]	0	0	0	0	0	0	0.000895367	0	0	0	0.001584667	0	0	0	0	0	0	0.066269435	0.081557759
1aipdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ddecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fbfrctsylsucr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1h2npt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hdec9eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hmnp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hnpaldh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ihdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ihpdecg3p[c]	0	0	0	0	0	0	0.000895367	0	0	0	0.001584667	0	0	0	0	0	0	0.066269435	0.081557759
1ipdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1itdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1mpyr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1naldh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1odec11eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1odecg3p[c]	0	0	0	0	0	0	0.000895367	0	0	0	0.001584667	0	0	0	0	0	0	0.066269435	0.081557759
1oh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1p3h5c[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1p4h2cbxl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1pyr5c[c]	0	0	0	0	0	0	4.09E-14	0	0	0	-3.55E-15	0	0	0	0	0	0	5.68E-14	0
1tdec7eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1tdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23ddhb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23dhmb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23dhmp[c]	0	0	0	0	0	0	-8.408780005	0	0	0	-14.8822977	0	0	0	0	0	0	-622.3650887	-765.9443904
23dpg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24dchlphe[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24dhacphn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24mcartnl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25aics[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25d5o2a[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25dhpp[c]	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
25dop[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364.4324841	0
25drapp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26dap_LL[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26dap_M[c]	0	0	0	0	0	0	0.006526285	0	0	0	0.011550561	0	0	0	0	0	0	0.48303466	0.594470505
2aasng3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe120[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe141[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe161[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe180[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpe181[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg120[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg141[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg161[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg180[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2agpg181[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ahbut[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ahhmd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ahhmp[c]	0	0	0	0	0	0	0.000195283	0	0	0	0.000345623	0	0	0	0	0	0	0.014453651	0.017788101
2amac[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ameph[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c25dho[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c4mthzep[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2chatzn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cmcnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cpr5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d3dxylt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dda7p[c]	0	0	0	0	0	0	0.000260378	0	0	0	0.00046083	0	0	0	0	0	0	0.019271535	0.023717468
2ddecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ddglcn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dh2dofnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dh3dgal6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dhp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dmmq8[c]	0	0	0	0	0	0	0.010478428	0	0	0	0.018545268	0	0	0	0	0	0	0.775547419	0.954465805
2dmmql8[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2do5hmc5dp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2do5hmc5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2do5hmc5tp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dr1p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dr5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fmcnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2h3oppan[c]	0	0	0	0	0	0	8.408780005	0	0	0	-14.8822977	0	0	0	0	0	0	622.3650887	0
2hb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hdec9eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hhmbaldh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hmnp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hyoxplac[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hyoxplac[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hyoxplac[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ippm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2maacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mahmp[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2mb2coa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mbcoa[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
2mbutACP[c]	0	0	0	0	0	0	0.001790734	0	0	0	0.003169334	0	0	0	0	0	0	0.132538869	0.163115517
2mcacn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mcit[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2me4p[c]	0	0	0	0	0	0	0.006304336	0	0	0	0.011157742	0	0	0	0	0	0	0.466607334	0.574253403
2mecdp[c]	0	0	0	0	0	0	0.006304336	0	0	0	0.011157742	0	0	0	0	0	0	0.466607334	0.574253403
2miphd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2miphdnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mnptl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mop[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mp2coa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-191.4846153
2mpropACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mproph[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2naldh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2obut[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2odec11eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2odecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ohph[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2ombz[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ombzl[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2omhmbl[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2ommb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ommbl[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2omph[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2oph[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
2p4c2me[c]	0	0	0	0	0	0	0.006304336	0	0	0	0.011157742	0	0	0	0	0	0	0.466607334	0.574253403
2pg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2phpdmcmt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2tdec7eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2tdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2xchccoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33hmeoxobut[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dh2hprl2c[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dhb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dhmald[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dhoxpeg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dhpac[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34dhtm3c[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34hpp[c]	0	0	0	0	0	0	0.057026538	0	0	0	5.173810727	0	0	0	0	0	0	4.240017758	5.218187646
35cgmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35cntd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35dchlctcl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36dahx[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a2opp[c]	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
3c2hmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c3hmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c4mop[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3chmucnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3clctcl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cmuc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dhq[c]	0	0	0	0	0	0	0.000260378	0	0	0	0.00046083	0	0	0	0	0	0	0.019271535	0.023717468
3dhsk[c]	0	0	0	0	0	0	0.000260378	0	0	0	0.00046083	0	0	0	0	0	0	0.019271535	0.023717468
3fctcl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fmcnt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fumrlpyr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3h3mop[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3haACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hadpcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hanthrn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hbcoa[c]	0	0	0	0	0	0	0	0	0	0	-2.31E-14	0	0	0	0	0	0	5.68E-14	0
3hbcoa_R[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
